InputID,ComputedRoomID,RoomName
0,n/a,room_gms_debug_failsafe
1,20011,ROOM_INITIALIZE
2,n/a,room_title_placeholder
3,n/a,room_battletest
4,n/a,room_cutscene_tester
5,n/a,room_sound_tester
6,n/a,room_sprite_tester
7,n/a,room_gif_tester
8,n/a,room_bullettest
9,n/a,room_GMS2_test
10,n/a,room_cutscene_tester_b
11,n/a,room_debug_color
12,n/a,room_debug_battle
13,n/a,room_debug_loc
14,20027,PLACE_CONTACT
15,20028,room_krisroom
16,20029,room_krishallway
17,20030,room_torroom
18,20031,room_torhouse
19,20032,room_torbathroom
20,20033,room_town_krisyard
21,20034,room_town_northwest
22,20035,room_town_north
23,20036,room_beach
24,20037,room_town_mid
25,20038,room_town_apartments
26,20039,room_town_south
27,20040,room_town_school
28,20041,room_town_church
29,20042,room_graveyard
30,20043,room_town_shelter
31,20044,room_hospital_lobby
32,20045,room_hospital_hallway
33,20046,room_hospital_rudy
34,20047,room_hospital_room2
35,20048,room_diner
36,20049,room_townhall
37,20050,room_flowershop_1f
38,20051,room_flowershop_2f
39,20052,room_library
40,20053,room_alphysalley
41,20054,room_lw_computer_lab
42,20055,room_lw_library_upstairs
43,20056,room_lw_police
44,20057,room_lw_conbini
45,20058,room_lw_icee_pizza
46,20059,room_torielclass
47,20060,room_schoollobby
48,20061,room_alphysclass
49,20062,room_schooldoor
50,20063,room_insidecloset
51,20064,room_school_unusedroom
52,20066,room_castle_tutorial
53,20068,room_dw_castle_east_door
54,20069,room_dw_castle_west_cliff
55,20070,room_dw_castle_area_1
56,n/a,room_dw_castle_town
57,20073,room_dw_ralsei_castle_front
58,20074,room_dw_castle_restaurant
59,20075,room_dw_castle_cafe
60,20076,room_dw_castle_dojo
61,20077,room_dw_ralsei_castle_1f
62,20078,room_dw_ralsei_castle_2f
63,20079,room_dw_castle_dungeon
64,20081,room_dw_castle_rooms_kris
65,20082,room_dw_castle_rooms_susie
66,20233,PLACE_DOG
67,20234,room_legend
68,20235,room_legend_neo
69,20236,room_shop1
70,n/a,room_shop_music
71,20240,room_gameover
72,20241,PLACE_LOGO
73,20242,PLACE_FAILURE
74,20243,PLACE_NAMING_JIKKEN
75,20244,PLACE_MENU
76,20245,room_ed
77,20246,room_empty
78,n/a,room_DARKempty
79,n/a,room_DARKbase_GMS2
80,20269,room_cc_lancer
81,20270,room_cc_clover
82,20271,room_cc_fountain
83,20001,PLACE_DOGCHECK2
84,n/a,room_debug_smallface_dark
85,n/a,room_debug_smallface
86,n/a,room_debug_choicer_dark
87,n/a,room_debug_choicer_light
88,n/a,room_debug_battleBalloon
89,n/a,room_overworldBulletEnemyTest
90,n/a,room_board1_oldtest
91,n/a,room_boardtest
92,n/a,room_boardtest_old
93,n/a,room_tennaCutsceneTest
94,n/a,room_tennaAnimTest
95,30094,room_dw_tv_cutscene1g
96,30095,room_dw_rhythm
97,n/a,room_board_designTest
98,30097,room_dw_couch_overworld_intro
99,30098,room_dw_couch_overworld_01
100,30099,room_dw_couch_overworld_02
101,30100,room_dw_couch_overworld_03
102,30101,room_dw_couch_overworld_04
103,30102,room_dw_couch_overworld_05
