InputID,ComputedRoomID,RoomName
0,n/a,room_gms_debug_failsafe
1,n/a,ROOM_INITIALIZE
2,n/a,room_battletest
3,n/a,room_cutscene_tester
4,n/a,room_sound_tester
5,n/a,room_sprite_tester
6,n/a,room_gif_tester
7,n/a,room_GMS2_test
8,n/a,room_cutscene_tester_b
9,n/a,room_debug_color
10,n/a,room_debug_battle
11,n/a,room_debug_loc
12,50012,PLACE_CONTACT
13,50013,room_krisroom
14,50014,room_krishallway
15,50015,room_torroom
16,50016,room_torhouse
17,50017,room_torbathroom
18,50018,room_town_krisyard
19,50019,room_town_northwest
20,50020,room_town_north
21,50021,room_beach
22,50022,room_town_mid
23,50023,room_town_apartments
24,50024,room_town_south
25,50025,room_town_school
26,50026,room_town_church
27,50027,room_graveyard
28,50028,room_town_shelter
29,50029,room_hospital_lobby
30,50030,room_hospital_hallway
31,50031,room_hospital_rudy
32,50032,room_hospital_room2
33,50033,room_diner
34,50034,room_townhall
35,50035,room_flowershop_1f
36,50036,room_flowershop_2f
37,50037,room_library
38,50038,room_alphysalley
39,50039,room_lw_computer_lab
40,50040,room_lw_library_upstairs
41,50041,room_lw_police
42,50042,room_lw_conbini
43,50043,room_lw_icee_pizza
44,50044,room_torielclass
45,50045,room_schoollobby
46,50046,room_alphysclass
47,50047,room_schooldoor
48,50048,room_insidecloset
49,50049,room_school_unusedroom
50,50050,room_castle_tutorial
51,50051,room_dw_castle_east_door
52,50052,room_dw_castle_west_cliff
53,50053,room_dw_castle_area_1
54,50054,room_dw_castle_town
55,50055,room_dw_ralsei_castle_front
56,50056,room_dw_castle_restaurant
57,50057,room_dw_castle_cafe
58,50058,room_dw_castle_dojo
59,50059,room_dw_ralsei_castle_1f
60,50060,room_dw_ralsei_castle_2f
61,50061,room_dw_ralsei_castle_3f
62,50062,room_dw_castle_dungeon
63,50063,room_dw_castle_rooms_kris
64,50064,room_dw_castle_rooms_susie
65,50065,room_dw_castle_rooms_ralsei
66,50066,PLACE_DOG
67,50067,room_legend
68,50068,room_legend_neo
69,50069,room_shop1
70,50070,room_shop_music
71,50071,room_gameover
72,50072,PLACE_LOGO
73,50073,PLACE_FAILURE
74,50074,PLACE_NAMING_JIKKEN
75,50075,PLACE_MENU
76,50076,room_ed
77,50077,room_empty
78,50078,room_DARKempty
79,50079,room_DARKbase_GMS2
80,50080,room_cc_lancer
81,50081,room_cc_clover
82,50082,room_cc_fountain
83,50083,PLACE_DOGCHECK2
84,50084,room_debug_smallface_dark
85,50085,room_debug_smallface
86,50086,room_debug_choicer_dark
87,50087,room_debug_choicer_light
88,50088,room_debug_battleBalloon
89,50089,room_overworldBulletEnemyTest
90,50090,room_lerptest
91,50091,room_bullettest
92,50092,room_bullettest_new
93,50093,room_animexampletest
94,50095,room_climbtest
95,50096,room_chapter_continue
96,50098,room_towery_tester
97,50099,room_animtest
98,50100,PLACE_DOGCHECK_CH5
99,50101,room_darkbulbTest
100,50102,room_dw_fcastle_shadowplatformTest
101,50103,room_plat_lab
102,50104,room_lw_church_choir
103,50105,room_lw_church_entrance
104,50106,room_lw_church_main
105,50107,room_lw_church_office
106,50108,room_lw_noellehouse_dess
107,50109,room_town_noellehouse
108,50110,room_dw_rhythm
109,50111,room_dw_rhythm_countdown
110,50112,room_dw_rhythm_empty
111,50113,room_rhythmgame_editor
112,50114,room_dw_castle_tv
113,50115,room_dw_castle_tv_rhythm
114,50116,room_dw_castle_church_entrance
115,50117,room_dw_castle_church_climb
116,50118,room_dw_ralsei_castle_basketball
117,50119,room_shop_ch5
118,50120,room_dw_garden_meetflowery
119,50121,room_dw_garden_video
120,50122,room_dw_garden_intro
121,50123,room_dw_garden_ralseicupboard
122,50124,room_dw_garden_floradinnencounter
123,50125,room_dw_garden_hospital
124,50126,room_dw_garden_fishingspot
125,50127,room_dw_garden_shearydodge
126,50128,room_dw_garden_hopschef
127,50129,room_dw_garden_platshortcut
128,50130,room_dw_garden_riverchest
129,50131,room_dw_garden_enemyrush
130,50132,room_dw_garden_pedestal
131,50133,room_dw_garden_mushrooms
132,50134,room_dw_garden_flowerygardening
133,50135,room_dw_garden_diner
134,50136,room_dw_garden_starwalkerdash
135,50137,room_dw_garden_hardpressureplates
136,50138,room_dw_garden_aqua
